cleaned,coords,loc_name,people_needs,category
abuyogneedshelp one coastal communities pilar hit landslide triggered nonstop rains brought agatonph ongoing search amp rescue operations resources limited amp rescue teams already overwhelmed notice us leyteneedshelp,126.124962/9.84158,pilar ,help,Medical Response
kpop related video taken barangay pilar abuyog leyte many dead still missing need every help please share raise awareness leyteneedshelp abuyogneedshelp baybayneedshelp agatonph leytecallforhelp,126.124962/9.84158,pilar leyte,help,Medical Response
number persons died due multiple landslides induced heavy downpours brought tropical depression agaton baybay city leyte reached 40 wednesday april 13 leyteneedshelp baybayneedshelp agatonph help,124.552177/11.33877,leyte leyte,help,Medical Response
donation drives accepting inkind donations canned goods clothes blankets within qcmetro manila agatonph leyteneedshelp,120.989517/14.635671,manila ,clothes,Food & Clothes
whats happening leyte prayforleyte leyteneedshelp agatonph thread,124.552177/11.33877,leyte leyte,help,Medical Response
southern leyte knew leyte badly needs help assistance many missing individuals reported deaths baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
sending prayers leyte leyteneedshelp leytecallforhelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs attention pls lets continue hype tweets whats going leyte right leyteneedshelp baybayneedshelp abuyogneedshelp prayforleyte agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
please pay attention whats currently happening leyte prayforleyte leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs attention please lets continue hype tweets whats going leyte right prayforleyte leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs attention please lets continue hype tweets whats going leyte right prayforleyte leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
abuyog needs help please pray abuyog abuyogneedshelp agatonph,125.149437/10.62223,abuyog ,help,Medical Response
help leyte spread awareness leyteneedshelp abuyogneedshelp baybaycityneedshelp agatonph basyangph,124.552177/11.33877,leyte leyte,help,Medical Response
please use platform wisely happenings need everyones attention please aware happening today baybay city leyte need help leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph leytecallforhelp abuyogneedshelp baybayneedshelp leyteneedshelp prayforleyte rescueleyte,124.552177/11.33877,leyte leyte,help,Medical Response
baybay city leyte state calamity rexremitio tells us situation province baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph leytecallforhelp leyteneedshelp abuyogneedshelp baybayneedshelp rescueleyte,124.552177/11.33877,leyte leyte,help,Medical Response
series landslides flood happening leyte rn ones helping people leyte abuyogneedshelp agatonph leyteneedshelp baybaycityneedshelp leytecallforhelp,124.552177/11.33877,leyte leyte,help,Medical Response
tw sensitive content people leyte suffering many dying leyte needs help leyteneedshelp agatonph abuyogneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
need everyone drop tags leyte right nowsrs leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte,help,Medical Response
hello moots region 8 especially leyte suffering agatonph need help get lack media coverage hard recognize problem kindly help leyteños tweeting tags agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
everyone please retweet leyte needs help leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte,help,Medical Response
typhoon odette southern leyte outcasted left scarcity intensified water electricity media attention reliefs delayed leyteneedshelp baybayneedshelp agatonph abuyogneedshelp iloiloneedshelp capizneedshelp,124.552177/11.33877,leyte leyte,water,Food & Clothes
thing could help lets make trending guys fellow filipino southern samar needs help qrt rt see leytecallforhelp leyteneedshelp prayforleyte leyteneedhelp agatonph rescueph,124.831947/11.69361,samar,help,Medical Response
currently mdrrmo abuyog calling residents malaguicay amp pilar coordinate mdrrmo abuyog para matulungan sila abuyogleyteneedshelp leyteneedshelp baybayneedshelp agatonph,125.149437/10.62223,abuyog ,help,Medical Response
leyte areas visayas dire need help times crisis must utilize resources reach need help agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
situation right still worsening pleasewe need help different organizations volunteers rescues outside leyte iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
hey guys theres storm hit leyte agatonph baybayneedshelp leyteneedshelp abuyogneedshelp capizneedshelp iloiloneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
pray leyte needs help leyteneedshelp abuyogneedshelp baybayneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
tw death pls donate u po pray leyte leytecallforhelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
need media coverage last year leyte devastated powerful typhoon named odette years last typhoon typhoon agaton first typhoon year 2022 hit leyte baybayneedshelp abuyogneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
climate change real need help leyteneedshelp baybayneedshelp abuyogneedshelp agatonph basyangph,121.576851/14.69707,real ,help,Medical Response
please donate kababayans leyte leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
baybay city abuyog capiz iloilo need immediate help po leyte needs help need doctors foods clothes visayasneedshelp agatonph,125.149437/10.62223,abuyog capiz,help,Medical Response
hello everyone reading province leyte need help heartbreaking see happening region many casualties agatonph simple donations thank leyteneedshelp leytecallforhelp,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph baybayneedshelp abuyogneedshelp leyteneedshelp prayforleyte,124.552177/11.33877,leyte leyte,help,Medical Response
madami na nangyari pero ngayon pa lang madaming nakapansin however lets take opportunity catch peoples eyes whats happening leyte part philippines got hit typhoon joke pray province agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
due nonstop rainfall since last weekend many landslides happened leyte caused many casualties please boost need helpleyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
whats like dont talk leyte visayas dont talk bagyong agaton agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueleyte,124.552177/11.33877,leyte leyte,help,Medical Response
agatonph sara iloilo giving relief goods people affected flood since20220408_220149_utc kailangan namin ng pakain gamot tubig damit,123.036667/11.38738,sara iloilo,relief goods,Food & Clothes
leyte needs help first time ive heard multiple rainfallinduced landslides neighboring town frustrates much see media coverage agatonph leyteneedshelp abuyogneedshelp baybayneedshelp stopromanticizingresiliency kailangan namin ng pakain gamot tubig damit,124.552177/11.33877,leyte leyte,help,Medical Response
fellow kpop stans leyteneedshelp sharing thread disseminate information people aware whats really happening leyte leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph kailangan namin ng pakain gamot tubig damit,124.552177/11.33877,leyte leyte,help,Medical Response
capiz needs help capizneedshelp agatonph kailangan namin ng pakain gamot tubig damit,122.579987/11.24989,capiz,help,Medical Response
capiz iloilo leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,122.579987/11.24989,capiz,help,Medical Response
comfortable sleep tonight brothers sisters leyte cold afraid facing wrath agatonph moment leyteneedshelp abuyogneedshelp leyte leytecallforhelp kailangan namin ng pakain gamot tubig damit,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph rescueleyte kailangan namin ng pakain gamot tubig damit,124.552177/11.33877,leyte leyte,help,Medical Response
comfortable sleep tonight brothers sisters leyte cold afraid facing wrath agatonph moment leyteneedshelp abuyogneedshelp leyte leytecallforhelp kailangan namin ng pakain gamot tubig damit,124.552177/11.33877,leyte leyte,help,Medical Response
rapplerdotcom may also pay attention plea brothers sisters leyte need media coverage assistance leyteneedshelp baybayneedshelp agatonph kailangan namin ng pakain gamot tubig damit,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph rescueleyte,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph rescueleyte,124.552177/11.33877,leyte leyte,help,Medical Response
capiz rescue operation around 11pm many still need rescue capiz needs rescue leyteneedshelp iloiloneedshelp capizneedshelp agatonph ctto,122.579987/11.24989,capiz,help,Medical Response
cnnphilippines paulineverzosa may also pay attention plea brothers sisters leyte need media coverage assistance leyteneedshelp abuyogneedshelp baybaycityneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph rescueleyte,124.552177/11.33877,leyte leyte,help,Medical Response
ancalerts may also pay attention plea brothers sisters leyte need media coverage assistance leyteneedshelp agatonph baybayneedshelp abuyogneedshelp kailangan namin ng pakain gamot tubig damit,124.552177/11.33877,leyte leyte,help,Medical Response
inquirerdotnet please pay attention plea brothers sisters leyte well need wide coverage assistance leyteneedshelp agatonph baybaycityneedshelp kailangan namin ng pakain gamot tubig damit,124.552177/11.33877,leyte leyte,help,Medical Response
please help us put tags trends even use tags spread awareness need help asap leyte needs help baybayneedshelp abuyogneedshelp rescueleyte leyteneedshelp leytecallforhelp agatonph kailangan namin ng pakain gamot tubig damit,124.552177/11.33877,leyte leyte,help,Medical Response
2 medical team nurses doctors survivors currently el maestro resort brgy malaguicay abuyog many injured need medical assistance agatonph rescueph prayforleyte prayforabuyog abuyogneedshelp pilarneedshelps kailangan namin ng pakain gamot tubig damit,125.149437/10.62223,abuyog ,help,Medical Response
manilabulletin may also pay attention plea brothers sisters leyte leyteneedshelp agatonph baybaycityneedshelp kailangan namin ng pakain gamot tubig damit,124.552177/11.33877,leyte leyte,help,Medical Response
